Date,Open,High,Low,Close
29-April-2006,-,-,-,3701.18,
2-May-2006,-,-,-,3793.10,
3-May-2006,-,-,-,3805.49,
4-May-2006,-,-,-,3899.44,
5-May-2006,-,-,-,3981.16,
8-May-2006,-,-,-,4055.94,
9-May-2006,-,-,-,4114.61,
10-May-2006,-,-,-,4254.93,
11-May-2006,-,-,-,4336.04,
12-May-2006,-,-,-,4530.90,
15-May-2006,-,-,-,4645.22,
16-May-2006,-,-,-,4497.23,
17-May-2006,-,-,-,4758.09,
18-May-2006,-,-,-,4408.42,
19-May-2006,-,-,-,4230.95,
22-May-2006,-,-,-,4020.13,
23-May-2006,-,-,-,4002.33,
24-May-2006,-,-,-,3980.24,
25-May-2006,-,-,-,4033.07,
26-May-2006,-,-,-,4157.07,
29-May-2006,-,-,-,4239.81,
30-May-2006,-,-,-,4355.98,
31-May-2006,-,-,-,4343.85,
1-June-2006,-,-,-,4349.43,
2-June-2006,-,-,-,4186.27,
5-June-2006,-,-,-,3998.65,
6-June-2006,-,-,-,3786.38,
7-June-2006,-,-,-,3565.17,
8-June-2006,-,-,-,3354.76,
9-June-2006,-,-,-,3275.77,
12-June-2006,-,-,-,3132.61,
13-June-2006,-,-,-,2989.35,
14-June-2006,-,-,-,2859.22,
15-June-2006,-,-,-,2790.33,
16-June-2006,-,-,-,2845.35,
19-June-2006,-,-,-,2962.50,
20-June-2006,-,-,-,3071.53,
21-June-2006,-,-,-,3216.46,
22-June-2006,-,-,-,3364.00,
23-June-2006,-,-,-,3489.50,
25-June-2006,-,-,-,3616.26,
26-June-2006,-,-,-,3606.01,
27-June-2006,-,-,-,3635.61,
28-June-2006,-,-,-,3690.44,
29-June-2006,-,-,-,3797.08,
30-June-2006,-,-,-,3978.75,
3-July-2006,-,-,-,4107.23,
4-July-2006,-,-,-,4204.19,
5-July-2006,-,-,-,4322.42,
6-July-2006,-,-,-,4421.58,
7-July-2006,-,-,-,4510.25,
10-July-2006,-,-,-,4352.82,
11-July-2006,-,-,-,4247.10,
12-July-2006,-,-,-,4156.24,
13-July-2006,-,-,-,4044.87,
14-July-2006,-,-,-,3921.74,
17-July-2006,-,-,-,3742.75,
18-July-2006,-,-,-,3574.69,
19-July-2006,-,-,-,3405.18,
20-July-2006,-,-,-,3313.20,
21-July-2006,-,-,-,3176.48,
24-July-2006,-,-,-,3060.21,
25-July-2006,-,-,-,3192.88,
26-July-2006,-,-,-,3312.20,
27-July-2006,-,-,-,3446.19,
28-July-2006,-,-,-,3553.41,
31-July-2006,-,-,-,3660.68,
1-August-2006,-,-,-,3542.98,
2-August-2006,-,-,-,3592.40,
3-August-2006,-,-,-,3595.78,
4-August-2006,-,-,-,3581.30,
7-August-2006,-,-,-,3550.22,
8-August-2006,-,-,-,3648.14,
9-August-2006,-,-,-,3667.37,
10-August-2006,-,-,-,3934.62,
11-August-2006,-,-,-,3976.85,
14-August-2006,-,-,-,4139.20,
16-August-2006,-,-,-,4247.33,
17-August-2006,-,-,-,4166.24,
18-August-2006,-,-,-,4250.42,
21-August-2006,-,-,-,4233.05,
22-August-2006,-,-,-,4187.00,
23-August-2006,-,-,-,3960.70,
24-August-2006,-,-,-,3910.19,
25-August-2006,-,-,-,3958.35,
28-August-2006,-,-,-,3942.01,
29-August-2006,-,-,-,3905.85,
30-August-2006,-,-,-,3851.89,
31-August-2006,-,-,-,3767.18,
1-September-2006,-,-,-,3786.86,
4-September-2006,-,-,-,3860.50,
5-September-2006,-,-,-,4062.74,
6-September-2006,-,-,-,4294.71,
7-September-2006,-,-,-,4250.75,
8-September-2006,-,-,-,4322.23,
11-September-2006,-,-,-,4191.45,
12-September-2006,-,-,-,4290.47,
13-September-2006,-,-,-,4443.19,
14-September-2006,-,-,-,4581.56,
15-September-2006,-,-,-,4564.81,
18-September-2006,-,-,-,4540.09,
19-September-2006,-,-,-,4564.10,
20-September-2006,-,-,-,4715.19,
21-September-2006,-,-,-,4781.08,
22-September-2006,-,-,-,4702.68,
25-September-2006,-,-,-,4879.24,
26-September-2006,-,-,-,5085.83,
27-September-2006,-,-,-,5272.42,
28-September-2006,-,-,-,5222.27,
29-September-2006,-,-,-,5430.16,
3-October-2006,-,-,-,5650.29,
4-October-2006,-,-,-,5628.72,
5-October-2006,-,-,-,5892.09,
6-October-2006,-,-,-,5840.25,
9-October-2006,-,-,-,5654.16,
10-October-2006,-,-,-,5602.41,
11-October-2006,-,-,-,5413.72,
12-October-2006,-,-,-,5600.62,
13-October-2006,-,-,-,5735.30,
16-October-2006,-,-,-,5766.11,
17-October-2006,-,-,-,5833.37,
18-October-2006,-,-,-,5764.31,
19-October-2006,-,-,-,5948.19,
20-October-2006,-,-,-,6205.95,
21-October-2006,-,-,-,6357.66,
23-October-2006,-,-,-,6341.39,
26-October-2006,-,-,-,6426.86,
27-October-2006,-,-,-,6560.29,
30-October-2006,-,-,-,6543.72,
31-October-2006,-,-,-,6481.65,
1-November-2006,-,-,-,6318.08,
2-November-2006,-,-,-,6443.19,
3-November-2006,-,-,-,6547.92,
6-November-2006,-,-,-,6567.34,
7-November-2006,-,-,-,6628.15,
8-November-2006,-,-,-,6470.28,
9-November-2006,-,-,-,6508.54,
10-November-2006,-,-,-,6744.80,
13-November-2006,-,-,-,7031.20,
14-November-2006,-,-,-,7267.81,
15-November-2006,-,-,-,7542.93,
16-November-2006,-,-,-,7635.89,
17-November-2006,-,-,-,7280.52,
20-November-2006,-,-,-,7383.00,
21-November-2006,-,-,-,7691.44,
22-November-2006,-,-,-,8022.81,
23-November-2006,-,-,-,8302.90,
24-November-2006,-,-,-,8175.63,
27-November-2006,-,-,-,8136.71,
28-November-2006,-,-,-,7888.00,
29-November-2006,-,-,-,7903.38,
30-November-2006,-,-,-,7811.52,
1-December-2006,-,-,-,7841.65,
4-December-2006,-,-,-,8010.23,
5-December-2006,-,-,-,7978.79,
6-December-2006,-,-,-,7774.41,
7-December-2006,-,-,-,7839.97,
8-December-2006,-,-,-,7735.14,
11-December-2006,-,-,-,7473.69,
12-December-2006,-,-,-,6934.42,
13-December-2006,-,-,-,7358.53,
14-December-2006,-,-,-,7755.65,
15-December-2006,-,-,-,7726.23,
18-December-2006,-,-,-,7560.40,
19-December-2006,-,-,-,7370.02,
20-December-2006,-,-,-,7146.72,
21-December-2006,-,-,-,7085.31,
22-December-2006,-,-,-,7336.77,
26-December-2006,-,-,-,7438.02,
27-December-2006,-,-,-,7384.47,
28-December-2006,-,-,-,7407.69,
29-December-2006,-,-,-,7435.65,
2-January-2007,-,-,-,7499.23,
3-January-2007,-,-,-,7700.22,
4-January-2007,-,-,-,7837.62,
5-January-2007,-,-,-,7777.21,
8-January-2007,-,-,-,7593.00,
9-January-2007,-,-,-,7405.49,
10-January-2007,-,-,-,7106.42,
11-January-2007,-,-,-,7258.60,
12-January-2007,-,-,-,7180.29,
15-January-2007,-,-,-,7223.02,
16-January-2007,-,-,-,7198.53,
17-January-2007,-,-,-,7516.31,
18-January-2007,-,-,-,7604.58,
19-January-2007,-,-,-,7407.02,
22-January-2007,-,-,-,7483.24,
23-January-2007,-,-,-,7310.09,
24-January-2007,-,-,-,7330.74,
25-January-2007,-,-,-,7381.66,
29-January-2007,-,-,-,7297.74,
31-January-2007,-,-,-,7276.60,
1-February-2007,-,-,-,7226.36,
2-February-2007,-,-,-,7229.76,
5-February-2007,-,-,-,7218.58,
6-February-2007,-,-,-,7339.13,
7-February-2007,-,-,-,7333.53,
8-February-2007,-,-,-,7231.52,
9-February-2007,-,-,-,7064.20,
12-February-2007,-,-,-,6481.23,
13-February-2007,-,-,-,6374.90,
14-February-2007,-,-,-,5999.88,
15-February-2007,-,-,-,6246.63,
19-February-2007,-,-,-,6320.66,
20-February-2007,-,-,-,6341.91,
21-February-2007,-,-,-,6247.33,
22-February-2007,-,-,-,6117.07,
23-February-2007,-,-,-,5868.57,
26-February-2007,-,-,-,5731.97,
27-February-2007,-,-,-,5922.19,
28-February-2007,-,-,-,5649.84,
1-March-2007,-,-,-,5583.34,
2-March-2007,-,-,-,5432.85,
5-March-2007,-,-,-,5165.16,
6-March-2007,-,-,-,5256.25,
7-March-2007,-,-,-,5176.30,
8-March-2007,-,-,-,5289.26,
9-March-2007,-,-,-,5263.79,
12-March-2007,-,-,-,5456.44,
13-March-2007,-,-,-,5780.75,
14-March-2007,-,-,-,5900.39,
15-March-2007,-,-,-,6091.87,
16-March-2007,-,-,-,6100.80,
19-March-2007,-,-,-,5971.49,
20-March-2007,-,-,-,6021.50,
21-March-2007,-,-,-,6004.66,
22-March-2007,-,-,-,6016.21,
23-March-2007,-,-,-,5851.24,
26-March-2007,-,-,-,5599.55,
28-March-2007,-,-,-,5587.43,
29-March-2007,-,-,-,5707.85,
30-March-2007,-,-,-,5646.06,
2-April-2007,-,-,-,5349.90,
3-April-2007,-,-,-,5201.44,
4-April-2007,-,-,-,5114.94,
5-April-2007,-,-,-,5148.23,
9-April-2007,-,-,-,5354.44,
10-April-2007,-,-,-,5401.78,
11-April-2007,-,-,-,5357.59,
12-April-2007,-,-,-,5289.98,
13-April-2007,-,-,-,5437.56,
16-April-2007,-,-,-,5497.19,
17-April-2007,-,-,-,5390.88,
18-April-2007,-,-,-,5380.13,
19-April-2007,-,-,-,5481.32,
20-April-2007,-,-,-,5773.94,
23-April-2007,-,-,-,5821.03,
24-April-2007,-,-,-,6216.04,
25-April-2007,-,-,-,6481.67,
26-April-2007,-,-,-,6442.52,
27-April-2007,-,-,-,6201.21,
30-April-2007,-,-,-,6182.62,
3-May-2007,-,-,-,6159.23,
4-May-2007,-,-,-,6289.50,
7-May-2007,-,-,-,6236.66,
8-May-2007,-,-,-,6285.04,
9-May-2007,-,-,-,6449.77,
10-May-2007,-,-,-,6458.49,
11-May-2007,-,-,-,6494.13,
14-May-2007,-,-,-,6658.48,
15-May-2007,-,-,-,6741.00,
16-May-2007,-,-,-,7171.37,
17-May-2007,-,-,-,7393.68,
18-May-2007,-,-,-,7381.63,
21-May-2007,-,-,-,7372.53,
22-May-2007,-,-,-,7328.34,
23-May-2007,-,-,-,7244.95,
24-May-2007,-,-,-,7137.62,
25-May-2007,-,-,-,7127.46,
28-May-2007,-,-,-,7470.14,
29-May-2007,-,-,-,7562.47,
30-May-2007,-,-,-,7292.69,
31-May-2007,-,-,-,7368.82,
1-June-2007,-,-,-,7444.19,
4-June-2007,-,-,-,7409.82,
5-June-2007,-,-,-,7336.83,
6-June-2007,-,-,-,7150.71,
7-June-2007,-,-,-,7093.73,
8-June-2007,-,-,-,6792.26,
11-June-2007,-,-,-,6757.20,
12-June-2007,-,-,-,6502.67,
13-June-2007,-,-,-,6518.54,
14-June-2007,-,-,-,6863.30,
15-June-2007,-,-,-,6842.50,
18-June-2007,-,-,-,6673.70,
19-June-2007,-,-,-,6833.50,
20-June-2007,-,-,-,6901.02,
21-June-2007,-,-,-,6904.40,
22-June-2007,-,-,-,7020.63,
25-June-2007,-,-,-,6984.35,
26-June-2007,-,-,-,7026.25,
27-June-2007,-,-,-,7024.72,
28-June-2007,-,-,-,6894.27,
29-June-2007,-,-,-,6933.91,
2-July-2007,-,-,-,7104.64,
3-July-2007,-,-,-,7423.73,
4-July-2007,-,-,-,7565.71,
5-July-2007,-,-,-,7288.00,
6-July-2007,-,-,-,7314.23,
9-July-2007,-,-,-,7333.97,
10-July-2007,7353.81,7447.75,7340.99,7377.53,
11-July-2007,7331.74,7644.80,7304.86,7626.53,
12-July-2007,7700.35,7934.49,7700.35,7880.70,
13-July-2007,7986.72,8041.37,7757.70,7777.64,
16-July-2007,7806.38,7950.96,7726.71,7917.93,
17-July-2007,7947.49,8144.94,7910.28,7948.99,
18-July-2007,7973.22,8108.49,7931.96,8077.67,
19-July-2007,8152.50,8232.06,7976.31,8054.54,
20-July-2007,8112.50,8303.32,8073.77,8183.02,
23-July-2007,8165.92,8398.36,8143.03,8379.28,
24-July-2007,8435.75,8455.25,8266.42,8374.89,
25-July-2007,8286.25,8346.75,8039.51,8131.93,
26-July-2007,8187.51,8292.78,8135.79,8257.48,
27-July-2007,8074.18,8074.18,7675.64,7823.91,
30-July-2007,7789.11,7855.65,7619.71,7669.85,
31-July-2007,7729.27,7886.99,7619.99,7854.05,
1-August-2007,7748.29,7748.29,7306.98,7332.51,
2-August-2007,7380.16,7562.92,7342.11,7457.79,
3-August-2007,7549.30,7714.68,7549.30,7618.30,
6-August-2007,7419.27,7419.27,7277.11,7377.22,
7-August-2007,7526.65,7587.16,7383.71,7409.44,
8-August-2007,7502.83,7608.52,7490.12,7540.55,
9-August-2007,7653.46,7679.12,7419.31,7447.84,
10-August-2007,7229.17,7289.88,7102.02,7263.54,
13-August-2007,7360.06,7407.39,7276.69,7304.39,
14-August-2007,7339.24,7416.26,7301.53,7391.06,
16-August-2007,7142.88,7142.88,6970.94,6980.08,
17-August-2007,6961.00,7136.99,6709.35,7019.88,
20-August-2007,7244.46,7337.90,7149.35,7173.66,
21-August-2007,7229.44,7247.60,6785.25,6844.63,
22-August-2007,6899.66,6960.45,6485.91,6806.90,
23-August-2007,6973.77,7007.59,6701.41,6752.71,
24-August-2007,6762.27,6831.69,6668.26,6783.21,
27-August-2007,6901.72,7168.72,6901.72,7147.47,
28-August-2007,7182.53,7238.60,7113.92,7196.01,
29-August-2007,7047.96,7236.11,6978.03,7208.50,
30-August-2007,7338.80,7354.97,7074.14,7116.08,
31-August-2007,7180.53,7272.30,7166.37,7241.65,
3-September-2007,7274.77,7342.71,7231.07,7325.50,
4-September-2007,7393.55,7528.05,7368.80,7462.48,
5-September-2007,7503.01,7590.81,7465.41,7520.04,
6-September-2007,7431.42,7571.93,7431.42,7547.65,
7-September-2007,7567.91,7607.40,7455.94,7470.27,
10-September-2007,7385.11,7564.41,7370.82,7531.12,
11-September-2007,7581.81,7599.62,7507.69,7531.79,
12-September-2007,7587.03,7682.07,7570.08,7642.34,
13-September-2007,7755.01,7866.17,7748.99,7847.86,
14-September-2007,7951.46,8085.68,7935.12,7972.75,
17-September-2007,7976.09,8057.61,7885.76,7928.01,
18-September-2007,7929.39,8029.76,7859.08,8003.11,
19-September-2007,8188.73,8491.49,8188.73,8464.54,
20-September-2007,8521.08,9213.42,8473.27,9044.40,
21-September-2007,9053.57,9281.11,9040.21,9183.44,
24-September-2007,9287.59,9423.91,9244.79,9369.68,
25-September-2007,9426.34,9426.34,8999.12,9085.47,
26-September-2007,9163.12,9246.68,8946.29,8973.38,
27-September-2007,9085.46,9113.14,8888.59,9031.00,
28-September-2007,9112.49,9215.12,9016.46,9178.53,
1-October-2007,9220.26,9290.66,9111.09,9181.83,
3-October-2007,9335.28,9850.97,9251.31,9775.19,
4-October-2007,9733.96,10063.69,9571.64,9801.25,
5-October-2007,9905.63,10013.16,9517.73,9631.36,
8-October-2007,9745.39,9810.93,9096.26,9283.22,
9-October-2007,9136.70,9780.22,8970.77,9750.40,
10-October-2007,9875.41,10096.78,9848.79,9944.78,
11-October-2007,10016.38,10241.79,10016.38,10214.15,
12-October-2007,10137.32,10277.65,9796.86,9878.37,
15-October-2007,9930.38,10126.44,9930.38,10076.55,
16-October-2007,10110.47,10272.12,10006.37,10187.31,
17-October-2007,9238.41,9864.82,8861.35,9831.12,
18-October-2007,9938.21,10172.64,9224.93,9382.94,
19-October-2007,9284.20,9401.29,8818.45,9053.64,
22-October-2007,8817.91,9054.89,8681.40,8994.22,
23-October-2007,9106.04,9613.23,9106.04,9568.03,
24-October-2007,9759.08,9889.54,9616.61,9760.53,
25-October-2007,9742.64,9843.35,9682.59,9807.30,
26-October-2007,9840.20,10130.15,9778.26,10020.75,
29-October-2007,10252.40,10337.76,10190.43,10275.01,
30-October-2007,10365.08,10545.08,10191.53,10516.99,
31-October-2007,10660.20,10761.29,10461.21,10502.77,
1-November-2007,10651.35,10747.67,10126.60,10191.51,
2-November-2007,9908.43,10379.45,9874.82,10327.90,
5-November-2007,10344.62,10489.70,10284.89,10348.33,
6-November-2007,10494.18,10595.08,10358.15,10401.08,
7-November-2007,10551.22,10559.66,10261.09,10291.09,
8-November-2007,10228.20,10228.20,10015.21,10077.92,
9-November-2007,10182.05,10242.94,10003.61,10109.99,
12-November-2007,9921.62,9921.62,9637.02,9799.06,
13-November-2007,9808.09,10039.73,9768.75,9998.66,
14-November-2007,10209.87,10327.68,10186.39,10316.36,
15-November-2007,10339.84,10598.09,10312.18,10523.42,
16-November-2007,10499.70,10643.98,10383.77,10521.84,
19-November-2007,10683.02,10854.86,10645.90,10748.03,
20-November-2007,10718.63,10763.27,10409.75,10447.35,
21-November-2007,10508.49,10557.37,9878.93,9953.63,
22-November-2007,10061.80,10067.68,9249.08,9457.37,
23-November-2007,9643.31,9869.68,9640.28,9783.36,
26-November-2007,9979.64,10124.83,9970.99,10081.27,
27-November-2007,10045.21,10218.49,9923.01,10206.60,
28-November-2007,10327.05,10351.47,9989.76,10069.24,
29-November-2007,10331.80,10371.46,10138.47,10223.93,
30-November-2007,10272.76,10630.58,10272.76,10626.31,
3-December-2007,10712.05,10794.83,10693.83,10755.75,
4-December-2007,10916.74,10971.51,10703.17,10745.29,
5-December-2007,10858.12,10982.24,10727.59,10953.80,
6-December-2007,11055.22,11477.81,11051.73,11347.36,
7-December-2007,11580.48,11713.37,11278.71,11576.63,
10-December-2007,11708.62,11948.47,11630.15,11822.88,
11-December-2007,11920.78,12305.97,11882.96,12182.32,
12-December-2007,11968.81,12564.28,11968.81,12540.32,
13-December-2007,12651.06,12766.47,12347.12,12400.54,
14-December-2007,12431.76,12581.91,12324.22,12400.46,
17-December-2007,12398.18,12404.72,11630.57,11699.36,
18-December-2007,11709.71,11862.48,11510.66,11654.58,
19-December-2007,11697.49,11909.20,11456.74,11603.26,
20-December-2007,11622.38,11800.54,11541.65,11614.08,
24-December-2007,11788.56,11919.74,11779.69,11818.52,
26-December-2007,11975.55,12162.41,11900.50,12109.99,
27-December-2007,12168.25,12273.83,12011.73,12080.16,
28-December-2007,12067.60,12578.89,11992.31,12551.26,
31-December-2007,12702.15,12867.57,12674.84,12727.42,
1-January-2008,12803.99,13096.32,12670.45,13037.89,
2-January-2008,13110.45,13485.35,12899.84,13419.67,
3-January-2008,13417.08,13421.51,13159.72,13245.82,
4-January-2008,13267.06,13455.47,13251.05,13285.29,
7-January-2008,13238.00,13667.27,13130.54,13614.17,
8-January-2008,13848.09,13848.09,13250.13,13483.90,
9-January-2008,13469.02,13623.33,13282.33,13566.71,
10-January-2008,13609.65,13835.76,13181.63,13270.05,
11-January-2008,13330.93,13518.92,13031.95,13482.88,
14-January-2008,13509.58,13687.26,13379.37,13647.15,
15-January-2008,13746.68,13826.77,13382.70,13421.49,
16-January-2008,13326.97,13326.97,12453.99,12825.31,
17-January-2008,12949.73,12957.22,12622.71,12763.19,
18-January-2008,12709.99,12709.99,11932.03,12021.74,
21-January-2008,11924.07,11924.07,10136.72,10479.87,
22-January-2008,10007.93,10007.93,8462.09,9520.84,
23-January-2008,9828.72,10983.18,9828.72,10609.67,
24-January-2008,10964.72,11073.39,9963.02,10141.82,
25-January-2008,10388.14,11332.53,10388.14,11198.06,
28-January-2008,10781.55,10781.55,10409.67,10689.41,
29-January-2008,10902.75,11032.56,10351.71,10401.07,
30-January-2008,10469.70,10527.89,10034.70,10148.19,
31-January-2008,10161.91,10199.03,9749.10,9871.06,
1-February-2008,10006.58,10101.34,9671.49,9869.33,
4-February-2008,10068.82,10591.41,10068.82,10513.46,
5-February-2008,10498.93,10727.70,10420.44,10671.23,
6-February-2008,10300.88,10451.49,10086.09,10415.09,
7-February-2008,10456.81,10641.59,9970.73,10030.33,
8-February-2008,10031.19,10091.35,9490.14,9783.85,
11-February-2008,9620.77,9620.77,8977.92,9168.33,
12-February-2008,9327.68,9429.22,8979.60,9042.84,
13-February-2008,9133.29,9564.40,9133.29,9428.89,
14-February-2008,9715.94,10207.27,9715.94,10143.55,
15-February-2008,9991.47,10566.49,9903.92,10497.27,
18-February-2008,10603.75,10603.75,10161.70,10206.95,
19-February-2008,10298.57,10420.31,10016.27,10070.74,
20-February-2008,10023.98,10023.98,9673.14,9709.24,
21-February-2008,9887.53,9918.81,9593.47,9738.77,
22-February-2008,9575.44,9745.93,9555.05,9661.14,
25-February-2008,9759.57,9786.85,9492.89,9769.31,
26-February-2008,9903.59,10028.57,9848.79,10016.49,
27-February-2008,10151.34,10220.46,9920.94,9979.72,
28-February-2008,9999.23,10012.95,9785.61,9833.10,
29-February-2008,9845.50,9890.04,9423.38,9565.67,
3-March-2008,9443.51,9443.51,8907.63,8953.95,
4-March-2008,8990.41,9025.07,8347.50,8467.41,
5-March-2008,8454.29,8550.33,8157.25,8335.48,
7-March-2008,8117.75,8117.75,7614.08,7782.38,
10-March-2008,7591.75,7744.63,7285.09,7705.76,
11-March-2008,7662.95,8266.61,7580.61,8226.89,
12-March-2008,8633.55,8833.62,8245.67,8327.75,
13-March-2008,7989.21,8082.14,7295.28,7362.42,
14-March-2008,7499.67,7766.49,7365.08,7712.83,
17-March-2008,7325.70,7364.92,7052.65,7106.53,
18-March-2008,7101.71,7365.35,6873.22,7243.00,
19-March-2008,7579.68,7756.38,7024.48,7087.70,
24-March-2008,7186.47,7242.03,6622.03,6806.18,
25-March-2008,7105.97,7552.38,7006.00,7451.24,
26-March-2008,7526.26,7613.14,7399.14,7480.37,
27-March-2008,7379.96,7715.36,7352.69,7651.29,
28-March-2008,7728.00,8062.55,7652.95,7984.92,
31-March-2008,7872.68,7895.78,7505.00,7554.80,
1-April-2008,7694.09,7694.09,7350.04,7466.48,
2-April-2008,7709.57,7853.30,7484.73,7501.17,
3-April-2008,7530.87,7586.96,7446.61,7523.32,
4-April-2008,7557.03,7558.25,7318.55,7346.96,
7-April-2008,7387.81,7565.87,7316.78,7483.56,
8-April-2008,7519.16,7549.01,7361.24,7410.22,
9-April-2008,7399.87,7416.93,7280.58,7292.76,
10-April-2008,7312.47,7374.86,7190.48,7216.40,
11-April-2008,7282.59,7355.86,7181.96,7195.71,
15-April-2008,7140.39,7368.68,7058.95,7338.96,
16-April-2008,7446.34,7519.13,7323.49,7345.96,
17-April-2008,7443.39,7663.70,7443.39,7638.73,
21-April-2008,7663.96,7793.23,7633.92,7675.77,
22-April-2008,7647.08,7993.41,7647.08,7906.14,
23-April-2008,8038.36,8156.38,8006.44,8056.17,
24-April-2008,8146.29,8209.91,8008.68,8037.13,
25-April-2008,8068.62,8158.99,7989.12,8149.77,
28-April-2008,8204.42,8262.77,8112.13,8168.07,
29-April-2008,8206.41,8688.48,8097.57,8650.24,
30-April-2008,8739.65,8795.88,8487.48,8505.49,
2-May-2008,8645.82,8744.30,8557.38,8718.69,
5-May-2008,8763.29,8992.81,8691.22,8741.39,
6-May-2008,8717.05,8786.10,8242.06,8337.03,
7-May-2008,8337.36,8434.32,8154.91,8207.58,
8-May-2008,8095.28,8204.89,7991.77,8130.70,
9-May-2008,8082.62,8238.50,7859.46,7891.10,
12-May-2008,7872.08,7878.54,7562.69,7736.91,
13-May-2008,7824.88,8027.59,7717.57,7747.12,
14-May-2008,7722.14,7852.68,7697.47,7777.65,
15-May-2008,7832.10,8053.86,7832.10,8042.52,
16-May-2008,8096.91,8148.40,8002.52,8044.25,
20-May-2008,8003.71,8042.30,7800.47,7894.10,
21-May-2008,7807.91,8001.23,7781.70,7904.88,
22-May-2008,7808.90,7822.33,7670.96,7693.34,
23-May-2008,7738.40,7790.37,7498.06,7510.14,
26-May-2008,7377.65,7434.30,7305.72,7340.09,
27-May-2008,7427.43,7477.15,7184.86,7226.10,
28-May-2008,7222.52,7323.61,7097.04,7230.42,
29-May-2008,7314.45,7329.81,7079.43,7116.95,
30-May-2008,7194.86,7220.70,6974.82,7008.66,
2-June-2008,7054.72,7098.85,6663.83,6728.13,
3-June-2008,6600.34,6796.09,6475.95,6726.25,
4-June-2008,6801.90,6801.90,6357.55,6389.20,
5-June-2008,6373.01,6425.82,6021.66,6326.05,
6-June-2008,6412.88,6491.73,6188.12,6210.30,
9-June-2008,5964.70,5964.70,5687.39,5752.22,
10-June-2008,5661.55,5782.41,5513.67,5630.61,
11-June-2008,5704.23,5852.20,5600.80,5803.66,
12-June-2008,5657.81,5855.91,5481.48,5820.90,
13-June-2008,5811.00,5819.16,5632.29,5670.23,
16-June-2008,5762.65,5901.16,5762.65,5870.87,
17-June-2008,5890.89,6113.04,5872.56,6099.19,
18-June-2008,6127.45,6188.50,5864.59,5885.78,
19-June-2008,5767.63,5778.05,5617.34,5634.60,
20-June-2008,5682.84,5682.84,5349.80,5383.81,
23-June-2008,5297.82,5371.39,5114.54,5187.92,
24-June-2008,5229.26,5245.93,5029.03,5098.44,
25-June-2008,4955.38,5255.64,4886.51,5207.85,
26-June-2008,5246.22,5292.24,5054.70,5102.43,
