Date,Open,High,Low,Close
6-November-2018,663.89,667.30,657.50,659.22,
7-November-2018,664.40,665.34,663.18,664.67,
9-November-2018,666.86,669.23,662.99,667.51,
12-November-2018,669.10,673.08,663.03,664.12,
13-November-2018,664.32,668.67,660.86,667.98,
14-November-2018,671.10,672.60,663.47,667.14,
15-November-2018,666.88,672.75,666.56,671.45,
16-November-2018,673.61,676.56,671.82,674.72,
19-November-2018,677.83,679.98,674.90,678.71,
20-November-2018,679.61,679.67,672.45,673.48,
21-November-2018,675.22,675.50,668.99,673.08,
22-November-2018,674.87,676.65,666.39,667.66,
26-November-2018,671.06,675.13,665.70,674.41,
27-November-2018,673.66,678.81,672.17,678.02,
28-November-2018,680.06,684.46,679.90,681.09,
29-November-2018,684.72,691.12,683.87,689.83,
30-November-2018,692.01,696.03,691.04,694.52,
3-December-2018,698.37,699.26,692.16,695.05,
4-December-2018,696.61,697.11,692.53,694.15,
5-December-2018,692.63,692.72,687.02,689.14,
6-December-2018,686.40,686.72,673.34,674.07,
7-December-2018,677.16,683.50,675.32,682.97,
10-December-2018,675.40,675.40,669.39,670.31,
11-December-2018,664.81,681.14,662.54,679.04,
12-December-2018,680.63,691.62,679.84,690.67,
13-December-2018,694.01,699.21,693.77,697.23,
14-December-2018,697.34,699.56,694.46,697.75,
17-December-2018,699.74,701.07,697.48,699.94,
18-December-2018,699.71,702.18,696.09,701.43,
19-December-2018,703.00,707.48,702.90,706.64,
20-December-2018,704.50,707.99,701.64,705.43,
21-December-2018,706.71,707.41,691.05,692.37,
24-December-2018,693.79,694.58,684.81,686.01,
26-December-2018,685.05,688.30,675.94,687.32,
27-December-2018,691.99,693.92,690.14,690.84,
28-December-2018,693.97,699.24,693.97,698.11,
31-December-2018,700.78,702.97,699.02,700.10,
1-January-2019,701.33,702.81,694.63,698.00,
2-January-2019,696.69,698.41,689.19,691.93,
3-January-2019,692.31,697.09,686.39,686.89,
4-January-2019,688.37,690.21,681.86,685.09,
7-January-2019,689.60,691.70,686.68,687.81,
8-January-2019,688.84,689.64,686.37,687.89,
9-January-2019,690.89,693.16,686.15,690.96,
10-January-2019,692.40,692.40,689.74,691.11,
11-January-2019,692.14,692.25,685.54,687.88,
14-January-2019,689.28,689.43,682.37,686.01,
15-January-2019,687.55,695.75,687.44,695.26,
16-January-2019,695.76,696.95,691.86,692.66,
17-January-2019,694.17,695.32,690.91,693.37,
18-January-2019,694.86,695.98,692.15,694.55,
21-January-2019,696.61,700.42,694.42,699.00,
22-January-2019,699.72,699.97,695.59,699.03,
23-January-2019,700.08,702.09,695.93,697.22,
24-January-2019,697.13,699.46,695.87,698.92,
25-January-2019,701.40,704.19,691.33,693.11,
28-January-2019,693.96,694.53,683.89,686.12,
29-January-2019,686.89,691.22,682.89,689.15,
30-January-2019,690.96,692.55,686.60,688.45,
31-January-2019,691.09,698.86,689.30,698.22,
1-February-2019,700.93,712.83,699.50,708.26,
4-February-2019,710.08,711.46,706.17,711.08,
5-February-2019,711.33,716.88,710.68,713.91,
6-February-2019,718.15,724.50,716.33,723.15,
7-February-2019,723.27,726.71,722.47,724.73,
8-February-2019,723.98,725.76,715.23,716.71,
11-February-2019,717.08,717.12,709.38,710.58,
12-February-2019,711.18,712.42,706.61,708.58,
13-February-2019,711.05,711.58,703.28,704.85,
14-February-2019,704.08,704.50,700.51,701.43,
15-February-2019,701.68,702.24,687.20,695.09,
18-February-2019,696.69,697.20,684.55,688.09,
19-February-2019,688.87,692.57,684.45,685.44,
20-February-2019,687.48,692.27,686.59,691.57,
21-February-2019,692.46,696.98,691.44,695.80,
22-February-2019,696.20,697.51,693.56,696.53,
25-February-2019,698.48,704.12,697.12,703.23,
26-February-2019,701.54,705.78,694.48,703.02,
27-February-2019,705.16,708.67,697.42,700.81,
28-February-2019,703.34,705.08,699.40,700.29,
1-March-2019,702.57,704.65,700.25,702.23,
5-March-2019,702.57,706.80,700.08,706.13,
6-March-2019,708.27,708.90,705.13,707.27,
7-March-2019,709.56,709.56,704.17,705.14,
8-March-2019,706.53,706.53,702.31,704.34,
11-March-2019,705.90,714.36,705.47,713.23,
12-March-2019,716.86,721.61,716.86,719.26,
13-March-2019,721.52,723.54,718.33,721.97,
14-March-2019,723.68,724.21,720.13,722.65,
15-March-2019,723.71,729.20,722.82,724.49,
18-March-2019,726.51,729.83,724.14,727.80,
19-March-2019,729.57,732.89,727.52,732.30,
20-March-2019,733.59,735.12,730.21,730.87,
22-March-2019,732.35,734.72,727.18,728.96,
25-March-2019,727.84,727.85,721.93,723.80,
26-March-2019,724.93,732.18,723.25,731.16,
27-March-2019,733.01,734.91,727.58,728.80,
28-March-2019,730.08,734.86,728.82,733.50,
29-March-2019,736.36,739.48,736.21,738.00,
1-April-2019,740.03,744.83,739.09,740.46,
2-April-2019,743.01,743.09,738.18,741.13,
3-April-2019,743.78,744.06,738.78,739.45,
4-April-2019,740.70,741.51,734.42,738.00,
5-April-2019,739.46,741.16,738.50,739.86,
8-April-2019,740.18,742.02,734.18,737.15,
9-April-2019,737.61,739.31,733.60,738.40,
10-April-2019,739.95,741.53,737.46,738.19,
11-April-2019,739.08,739.31,736.29,738.48,
