Date,Open,High,Low,Close
15-October-2020,201.39,203.00,196.77,197.23,
16-October-2020,198.36,200.90,197.63,200.68,
19-October-2020,202.15,205.96,202.07,205.65,
20-October-2020,204.87,205.15,203.64,204.59,
21-October-2020,206.64,209.22,204.19,207.39,
22-October-2020,206.55,210.78,206.26,210.27,
23-October-2020,210.97,212.32,210.49,211.04,
26-October-2020,211.69,211.74,205.81,206.69,
27-October-2020,207.08,207.97,204.02,207.39,
28-October-2020,207.22,207.42,203.04,203.78,
29-October-2020,201.48,202.67,200.19,202.18,
30-October-2020,203.81,206.03,201.34,204.31,
2-November-2020,205.97,207.14,203.67,206.66,
3-November-2020,208.08,209.76,207.45,208.48,
4-November-2020,208.19,209.21,205.13,207.92,
5-November-2020,210.24,215.88,210.24,215.42,
6-November-2020,215.81,217.31,214.99,216.16,
9-November-2020,217.93,219.37,216.61,219.11,
10-November-2020,220.63,224.62,219.99,224.41,
11-November-2020,225.39,229.29,223.79,228.76,
12-November-2020,228.50,229.29,226.65,228.14,
13-November-2020,227.07,229.43,224.80,229.28,
14-November-2020,231.06,231.57,230.07,230.89,
17-November-2020,232.06,233.90,231.55,232.56,
18-November-2020,232.36,237.93,231.04,237.66,
19-November-2020,236.69,242.10,234.38,235.09,
20-November-2020,236.30,238.37,233.32,236.63,
23-November-2020,238.28,241.02,237.16,240.50,
24-November-2020,242.58,243.72,241.38,243.35,
25-November-2020,245.02,248.01,243.73,244.22,
26-November-2020,245.42,248.68,242.93,248.24,
27-November-2020,249.32,251.67,248.25,249.83,
1-December-2020,252.25,254.30,249.76,254.01,
2-December-2020,255.22,259.02,254.64,257.18,
3-December-2020,258.77,264.27,258.59,263.88,
4-December-2020,265.94,268.44,261.51,265.76,
7-December-2020,266.94,270.87,266.89,269.57,
8-December-2020,271.98,271.98,265.28,269.80,
9-December-2020,271.52,273.66,270.94,271.56,
10-December-2020,270.99,270.99,264.50,268.62,
11-December-2020,269.71,275.20,269.54,273.12,
14-December-2020,274.98,278.32,274.98,278.02,
15-December-2020,277.99,278.24,273.04,277.96,
16-December-2020,280.30,281.44,278.96,279.70,
17-December-2020,281.22,281.22,275.57,276.44,
18-December-2020,276.91,277.21,271.49,275.03,
21-December-2020,273.39,273.39,251.94,256.22,
22-December-2020,253.85,260.69,249.35,258.88,
23-December-2020,259.97,264.74,257.39,264.23,
24-December-2020,266.67,272.11,266.66,268.42,
28-December-2020,270.57,274.22,270.53,273.80,
29-December-2020,275.17,276.26,270.83,273.01,
30-December-2020,274.00,274.31,270.39,273.84,
31-December-2020,273.71,275.19,272.71,274.26,
1-January-2021,275.34,277.61,274.90,277.22,
4-January-2021,279.86,286.41,279.64,285.84,
5-January-2021,282.66,286.46,281.85,286.15,
6-January-2021,287.84,292.86,286.63,290.77,
7-January-2021,293.34,298.79,293.34,297.13,
8-January-2021,299.54,300.37,296.74,297.93,
11-January-2021,298.93,298.97,292.67,296.93,
12-January-2021,297.51,304.29,296.01,303.39,
13-January-2021,305.82,309.44,299.79,305.81,
14-January-2021,306.35,307.50,303.58,306.14,
15-January-2021,306.45,308.73,300.70,303.78,
18-January-2021,304.25,304.49,292.25,293.91,
19-January-2021,296.12,302.57,296.12,302.18,
20-January-2021,303.58,305.26,301.19,304.80,
21-January-2021,306.69,307.82,297.48,299.32,
22-January-2021,299.89,302.01,290.40,292.04,
25-January-2021,296.87,297.84,288.62,290.91,
27-January-2021,290.39,290.39,282.81,283.67,
28-January-2021,280.08,284.16,279.03,283.39,
29-January-2021,286.66,288.80,281.79,282.97,
1-February-2021,285.44,297.84,282.39,297.00,
2-February-2021,301.36,309.47,301.00,308.34,
3-February-2021,311.21,317.16,308.01,315.05,
4-February-2021,315.65,320.63,313.80,320.28,
5-February-2021,324.55,326.02,317.55,319.29,
8-February-2021,321.86,326.02,321.58,325.51,
9-February-2021,326.67,327.65,321.35,323.06,
10-February-2021,324.50,325.92,321.04,324.43,
11-February-2021,324.73,326.43,322.97,325.65,
12-February-2021,326.62,326.83,321.89,323.72,
15-February-2021,327.24,329.28,325.31,328.54,
16-February-2021,330.33,334.32,329.61,332.05,
17-February-2021,331.25,334.69,330.01,333.41,
